,Item_Code,Item_Type,Item_Fat_Content,Item_Type_Cluster,Is_Misc_Item,Item_MRP,Mean_LogSale_per_Item_Identifier,Mean_LogSale_per_Outlet_Identifier,Mean_LogSale_per_Item_Profile,Sales_to_MRP,Item_Profile,Outlet_Type,Outlet_Age,Item_Profile_Freq_Bin,Median_Log_Sales_ItemCluster_OutletType,Median_Log_Sales_per_Outlet,Median_Log_Sales_per_Item_Cluster,Median_Log_Sales_per_ItemProfile_OutletType,MRP_per_Year,Median_Log_Sales_Per_City_Tier,Median_MRP_ItemType_Per_Tier,MRP_Deviation_From_Tier_Median,Abs_MRP_Deviation,Median_Log_Sales_per_Item_OutletType,Median_Sales_per_Item_OutletType
101,1,13,1,4,0,178.5344,7.200220032029523,8.014763560293618,7.373886730860339,15.991038141669057,12,3,40,0,8.122652592960296,8.121466470910779,7.49294468503679,8.167469346797978,4.46336,7.502907590270665,147.5102,31.024200000000008,31.024200000000008,8.167469346797978,3523.4136
1610,1,6,0,3,0,187.953,7.87485510860508,7.465883746184298,7.350174364288564,14.134076072209536,9,1,23,0,7.609222379182855,7.515314505368987,7.494797222203446,7.626406450193304,8.171869565217392,7.60342826700307,147.6418,40.311200000000014,40.311200000000014,7.626406450193304,2050.664
7508,1,0,1,4,0,35.0874,6.316449946143543,7.545309431231203,7.147534529590462,10.05700051870472,3,1,18,0,7.583980893998901,7.603926109403291,7.49294468503679,7.47630269409516,1.9493,7.60342826700307,111.4544,-76.367,76.367,7.47630269409516,1764.7029
7012,2,11,0,1,1,140.3154,7.950610994302028,7.334569399502874,7.146434339391481,13.138972628806249,16,2,16,0,7.379525346951807,7.41226797690749,7.447033773284233,7.379525346951807,8.7697125,7.502907590270665,114.1202,26.19520000000001,26.19520000000001,7.379525346951807,1613.8992
3240,1,0,0,4,0,79.3618,6.332046361180571,7.539597872515122,7.172191719974118,10.151206247842158,3,1,26,0,7.583980893998901,7.584319360533787,7.49294468503679,7.47630269409516,3.052376923076923,7.305455015205315,107.2938,-27.932,27.932,7.47630269409516,1764.7029
5674,2,11,0,1,1,78.7618,6.326655311696609,7.501098700914035,7.163341858604361,16.36565949483125,16,1,28,0,7.65991307366622,7.573942169284693,7.447033773284233,7.65991307366622,2.8129214285714284,7.305455015205315,142.08120000000002,-63.31940000000003,63.31940000000003,7.65991307366622,2120.573
3275,2,8,0,2,0,38.7506,6.225466276992331,7.4773228928017215,7.2548398234259555,19.587103167434837,14,1,38,0,7.661010252118305,7.626403080219326,7.550937125130511,7.576504228617177,1.0197526315789474,7.502907590270665,125.9533,-87.2027,87.2027,7.576504228617177,1950.794
329,1,1,0,4,0,216.7166,8.296362648833302,7.448250849711377,7.366758089638025,18.08305778145284,4,1,23,0,7.583980893998901,7.515314505368987,7.49294468503679,7.591680300741563,9.422460869565215,7.60342826700307,126.252,90.4646,90.4646,7.591680300741563,1980.755
3225,1,15,1,4,0,239.4538,7.950504427729623,7.316777715354307,7.412081697163193,15.056378307631794,13,2,16,0,7.417477939024452,7.41226797690749,7.49294468503679,7.413071996550137,14.9658625,7.502907590270665,171.3448,68.10900000000001,68.10900000000001,7.413071996550137,1656.5104
264,1,2,0,4,0,176.237,7.409939277643802,7.452492847391517,7.133681576947114,10.011348354772268,5,1,23,0,7.583980893998901,7.515314505368987,7.49294468503679,7.538288162813226,7.662478260869565,7.60342826700307,159.8578,16.379199999999997,16.379199999999997,7.538288162813226,1877.8889
4400,1,5,1,4,0,111.3544,6.579209500023739,7.514959487516445,7.2346129455711905,12.05388201992916,8,1,26,0,7.583980893998901,7.584319360533787,7.49294468503679,7.525417416584517,4.282861538461538,7.305455015205315,122.4598,-11.105400000000005,11.105400000000005,7.525417416584517,1853.5872
3609,1,3,1,4,0,40.0454,5.942222572470783,7.503790504059262,7.311146851498315,5.237230743106575,6,1,18,0,7.583980893998901,7.603926109403291,7.49294468503679,7.617270716092915,2.2247444444444446,7.60342826700307,143.1654,-103.12,103.12,7.617270716092915,2032.0216
1235,1,6,0,3,0,160.2894,7.812285900229819,7.572055538390191,7.353084142897137,20.18716147168808,9,1,21,0,7.609222379182855,7.654563787922667,7.494797222203446,7.626406450193304,7.632828571428571,7.60342826700307,147.6418,12.647600000000011,12.647600000000011,7.626406450193304,2050.664
3012,1,10,1,3,0,213.756,8.12264403492787,5.566348390394138,7.295400944042438,3.986900952487882,10,0,27,0,5.542578758317674,5.526809787121378,7.494797222203446,5.649370247911824,7.916888888888889,7.502907590270665,143.7812,69.97479999999999,69.97479999999999,5.649370247911824,284.2966
4293,2,9,0,2,0,48.8718,4.419200213223805,7.514959487516445,7.342334633911306,8.705351552429006,15,1,26,0,7.661010252118305,7.584319360533787,7.550937125130511,7.716940685013205,1.8796846153846156,7.305455015205315,151.4195,-102.5477,102.5477,7.716940685013205,2245.0776
6285,1,0,1,4,0,144.4444,7.476754508255498,7.497239398596627,7.172191719974118,20.096923106745574,3,1,28,0,7.583980893998901,7.573942169284693,7.49294468503679,7.47630269409516,5.158728571428571,7.305455015205315,107.2938,37.1506,37.1506,7.47630269409516,1764.7029
2300,0,14,0,0,0,155.8972,7.166327334287243,7.589657249124998,7.219593462642982,12.991661171592565,2,1,21,0,7.468544092939159,7.654563787922667,7.383310345446207,7.444698686167708,7.423676190476191,7.60342826700307,141.9154,13.981799999999993,13.981799999999993,7.444698686167708,1709.7744
1308,1,6,1,3,0,112.7176,7.56749384859701,7.525084721442317,7.327570953546424,3.047907336565008,9,1,26,0,7.609222379182855,7.584319360533787,7.494797222203446,7.626406450193304,4.335292307692308,7.305455015205315,148.2418,-35.52420000000001,35.52420000000001,7.626406450193304,2050.664
6969,2,9,0,2,0,57.1614,6.818170853290596,7.464363843279843,7.342334633911306,5.800564716749417,15,1,38,0,7.661010252118305,7.626403080219326,7.550937125130511,7.716940685013205,1.5042473684210529,7.502907590270665,153.7498,-96.5884,96.5884,7.716940685013205,2245.0776
6411,2,8,0,2,0,164.1526,7.422837354719524,8.040429555045952,7.19750001102729,18.032896219737,14,3,40,0,8.121466470910779,8.121466470910779,7.550937125130511,8.012953062606426,4.103815,7.502907590270665,125.9533,38.19930000000001,38.19930000000001,8.012953062606426,3019.403
7807,1,13,1,4,0,63.6484,6.924674206558013,5.5465157218332095,7.353094745785227,1.025138102450336,12,0,40,0,5.558089741325828,5.584702693357622,7.49294468503679,5.738475573655711,1.59121,7.305455015205315,147.5247,-83.87629999999999,83.87629999999999,5.738475573655711,309.597
8162,1,13,0,4,0,43.5428,6.650274367298271,7.514959487516445,7.353094745785227,14.128609092662854,12,1,26,0,7.583980893998901,7.584319360533787,7.49294468503679,7.644097476216769,1.674723076923077,7.305455015205315,147.5247,-103.9819,103.9819,7.644097476216769,2087.283
4965,1,1,1,4,0,103.6648,6.724881177164155,7.505268090848811,7.327492079082813,22.042444494177392,4,1,28,0,7.583980893998901,7.573942169284693,7.49294468503679,7.591680300741563,3.702314285714286,7.305455015205315,145.7444,-42.07960000000001,42.07960000000001,7.591680300741563,1980.755
2203,1,13,1,4,0,109.5254,6.6838043416576856,7.305528207619562,7.36003598848004,17.83565456049464,12,2,16,0,7.417477939024452,7.41226797690749,7.49294468503679,7.534967635573844,6.8453375,7.502907590270665,147.5102,-37.98479999999999,37.98479999999999,7.534967635573844,1871.5638
3820,1,13,1,4,0,192.682,7.897688498566941,7.334569399502874,7.375470956453296,14.029063430938027,12,2,16,0,7.417477939024452,7.41226797690749,7.49294468503679,7.534967635573844,12.042625,7.502907590270665,147.5102,45.17179999999999,45.17179999999999,7.534967635573844,1871.5638
2643,1,4,0,3,0,249.6092,8.633742274402318,7.316777715354307,7.344685351703342,23.94230981870861,7,2,16,0,7.40054152720949,7.41226797690749,7.494797222203446,7.518573014275955,15.600575,7.502907590270665,151.934,97.6752,97.6752,7.360287162315832,1571.288
3332,1,3,1,4,0,169.379,7.750093404008595,7.334569399502874,7.37314141891374,9.021254110604028,6,2,16,0,7.417477939024452,7.41226797690749,7.49294468503679,7.332594075194753,10.5861875,7.502907590270665,123.0059,46.3731,46.3731,7.332594075194753,1528.3438999999998
2843,1,2,1,4,0,233.83,7.581962910340626,7.530050480329019,7.191635376876929,11.958944532352566,5,1,18,0,7.583980893998901,7.603926109403291,7.49294468503679,7.538288162813226,12.990555555555556,7.60342826700307,159.8578,73.97220000000002,73.97220000000002,7.538288162813226,1877.8889
2041,1,13,1,4,0,38.4848,6.784640616049218,7.514959487516445,7.353094745785227,16.46992059202594,12,1,26,0,7.583980893998901,7.584319360533787,7.49294468503679,7.644097476216769,1.4801846153846154,7.305455015205315,147.5247,-109.0399,109.0399,7.644097476216769,2087.283
4565,1,13,0,4,0,186.3924,7.908868503523222,7.501098700914035,7.353094745785227,8.937229200332197,12,1,28,0,7.583980893998901,7.573942169284693,7.49294468503679,7.644097476216769,6.656871428571429,7.305455015205315,147.5247,38.86770000000001,38.86770000000001,7.644097476216769,2087.283
1761,1,6,0,3,0,128.4652,7.263974632068203,7.525084721442317,7.327570953546424,22.119876822672587,9,1,26,0,7.609222379182855,7.584319360533787,7.494797222203446,7.626406450193304,4.940969230769231,7.305455015205315,148.2418,-19.7766,19.7766,7.626406450193304,2050.664
7924,2,8,0,2,0,36.3216,5.53534183052088,7.549659490047381,7.19750001102729,7.625567155631915,14,1,21,0,7.661010252118305,7.654563787922667,7.550937125130511,7.576504228617177,1.7295999999999998,7.60342826700307,129.2626,-92.941,92.941,7.576504228617177,1950.794
4971,1,13,0,4,0,255.7646,8.532951576525997,7.525084721442317,7.36003598848004,21.1560028244722,12,1,26,0,7.583980893998901,7.584319360533787,7.49294468503679,7.644097476216769,9.8371,7.305455015205315,147.5247,108.2399,108.2399,7.644097476216769,2087.283
7419,0,14,0,0,0,145.8128,7.608066337581491,7.549659490047381,7.217909457286328,16.76682431172023,2,1,21,0,7.468544092939159,7.654563787922667,7.383310345446207,7.444698686167708,6.943466666666668,7.60342826700307,141.9154,3.8974000000000046,3.8974000000000046,7.444698686167708,1709.7744
5568,1,4,0,3,0,191.6504,7.500812156924542,7.464363843279843,7.344685351703342,13.006783184381565,7,1,38,0,7.609222379182855,7.626403080219326,7.494797222203446,7.6200566468552,5.043431578947368,7.502907590270665,151.934,39.71639999999999,39.71639999999999,7.571016267748703,1940.1412
5479,0,14,1,0,0,174.1054,7.747575501219258,7.506569377653555,7.217909457286328,25.143591180974266,2,1,18,0,7.468544092939159,7.603926109403291,7.383310345446207,7.444698686167708,9.672522222222222,7.60342826700307,141.9154,32.19,32.19,7.444698686167708,1709.7744
3688,2,8,0,2,0,110.2544,7.668618921132303,7.503081472894519,7.262269066161278,13.188654602446704,14,1,38,0,7.661010252118305,7.626403080219326,7.550937125130511,7.576504228617177,2.9014315789473684,7.502907590270665,125.9533,-15.698899999999997,15.698899999999997,7.576504228617177,1950.794
8369,2,9,0,2,0,176.3712,7.375786597168078,7.452492847391517,7.342334633911306,5.979588504245593,15,1,23,0,7.661010252118305,7.515314505368987,7.550937125130511,7.716940685013205,7.66831304347826,7.60342826700307,156.4656,19.905599999999996,19.905599999999996,7.716940685013205,2245.0776
1250,1,13,0,4,0,193.6504,7.238041006417956,7.506569377653555,7.36003598848004,14.85282756968228,12,1,18,0,7.583980893998901,7.603926109403291,7.49294468503679,7.644097476216769,10.758355555555555,7.60342826700307,143.8102,49.84019999999998,49.84019999999998,7.644097476216769,2087.283
2631,1,13,1,4,0,253.4724,8.370088331221956,7.452492847391517,7.353094745785227,5.95739181070602,12,1,23,0,7.583980893998901,7.515314505368987,7.49294468503679,7.644097476216769,11.020539130434782,7.60342826700307,143.8102,109.66219999999998,109.66219999999998,7.644097476216769,2087.283
3849,1,3,1,4,0,53.6982,,7.4773228928017215,7.35933000338352,28.40593911900213,6,1,38,0,7.583980893998901,7.626403080219326,7.49294468503679,7.617270716092915,1.4131105263157897,7.502907590270665,123.0059,-69.3077,69.3077,7.617270716092915,2032.0216
2492,0,7,0,0,0,37.7506,6.062873226267927,8.014763560293618,7.340524107753127,21.111256509830312,1,3,40,0,7.950921298879122,8.121466470910779,7.383310345446207,8.069918100888467,0.943765,7.502907590270665,154.4498,-116.69920000000002,116.69920000000002,8.069918100888467,3195.84
1586,1,13,1,4,0,179.866,8.203735737147463,7.503081472894519,7.373886730860339,14.991660458341205,12,1,38,0,7.583980893998901,7.626403080219326,7.49294468503679,7.644097476216769,4.733315789473685,7.502907590270665,147.5102,32.355800000000016,32.355800000000016,7.644097476216769,2087.283
5310,0,7,0,0,0,113.7834,7.509772776896692,5.546156483390481,7.307769813980051,1.0123040795054463,1,0,27,0,5.42796392077867,5.526809787121378,7.383310345446207,4.983181877441979,4.2142,7.502907590270665,154.4498,-40.66640000000001,40.66640000000001,4.983181877441979,145.8102
6267,1,6,0,3,0,159.692,7.989679141345765,7.362077913097834,7.370515187365858,35.02191719059191,9,2,16,0,7.40054152720949,7.41226797690749,7.494797222203446,7.374582117567543,9.98075,7.502907590270665,132.8626,26.82940000000002,26.82940000000002,7.374582117567543,1593.9252
6623,0,14,1,0,0,122.0388,7.422694220427244,7.464363843279843,7.229787706737833,13.191742298351018,2,1,38,0,7.468544092939159,7.626403080219326,7.383310345446207,7.444698686167708,3.2115473684210527,7.502907590270665,144.6773,-22.638500000000008,22.638500000000008,7.444698686167708,1709.7744
2951,1,3,1,4,0,185.224,7.938313614893633,7.341617482908678,7.35933000338352,13.084222346996066,6,2,16,0,7.417477939024452,7.41226797690749,7.49294468503679,7.332594075194753,11.5765,7.502907590270665,123.0059,62.21809999999999,62.21809999999999,7.332594075194753,1528.3438999999998
6594,1,5,1,4,0,162.6526,7.8909999239206865,7.514959487516445,7.2346129455711905,26.28772979958512,8,1,26,0,7.583980893998901,7.584319360533787,7.49294468503679,7.525417416584517,6.255869230769231,7.305455015205315,122.4598,40.192800000000005,40.192800000000005,7.525417416584517,1853.5872
6868,1,6,0,3,0,241.6854,8.06678310621356,7.341617482908678,7.350174364288564,25.000000000000018,9,2,16,0,7.40054152720949,7.41226797690749,7.494797222203446,7.374582117567543,15.1053375,7.502907590270665,132.8626,108.8228,108.8228,7.374582117567543,1593.9252
3841,1,0,1,4,0,98.7384,7.88391001328917,7.4773228928017215,7.172191719974118,17.963540020903718,3,1,38,0,7.583980893998901,7.626403080219326,7.49294468503679,7.47630269409516,2.598378947368421,7.502907590270665,119.744,-21.0056,21.0056,7.47630269409516,1764.7029
5613,1,6,1,3,0,185.7556,8.15177888448652,7.505268090848811,7.370515187365858,21.22610354681097,9,1,28,0,7.609222379182855,7.573942169284693,7.494797222203446,7.626406450193304,6.634128571428571,7.305455015205315,148.2418,37.513799999999975,37.513799999999975,7.626406450193304,2050.664
5145,1,0,0,4,0,124.902,4.848132050749962,7.506569377653555,7.181712986424338,23.2946309906967,3,1,18,0,7.583980893998901,7.603926109403291,7.49294468503679,7.47630269409516,6.939,7.60342826700307,111.4544,13.447599999999994,13.447599999999994,7.47630269409516,1764.7029
7489,0,4,0,3,0,45.3718,6.218561115191199,7.472976498600231,7.006107336099992,13.544391009393498,0,1,23,0,7.609222379182855,7.515314505368987,7.494797222203446,7.265721054029824,1.972686956521739,7.60342826700307,150.03789999999998,-104.66609999999996,104.66609999999996,7.571016267748703,1940.1412
6386,1,3,0,4,0,37.4506,6.345236960614518,7.341617482908678,7.35933000338352,8.106807367572216,6,2,16,0,7.417477939024452,7.41226797690749,7.49294468503679,7.332594075194753,2.3406625,7.502907590270665,123.0059,-85.55529999999999,85.55529999999999,7.332594075194753,1528.3438999999998
2508,1,5,0,4,0,106.7622,7.399128380162908,8.040429555045952,7.241839213755741,27.76396140206926,8,3,40,0,8.122652592960296,8.121466470910779,7.49294468503679,8.025632010935702,2.669055,7.502907590270665,129.431,-22.668800000000005,22.668800000000005,8.025632010935702,3057.3536
7800,1,5,1,4,0,47.6376,6.362752905064419,7.577155594126957,7.2346129455711905,7.0440828253312535,8,1,21,0,7.583980893998901,7.654563787922667,7.49294468503679,7.525417416584517,2.2684571428571427,7.60342826700307,141.5838,-93.9462,93.9462,7.525417416584517,1853.5872
6159,0,4,0,3,0,232.4642,7.770787892466123,5.537878967531135,6.954477558442591,2.998709478706828,0,0,27,0,5.542578758317674,5.526809787121378,7.494797222203446,5.4265874426885725,8.609785185185185,7.502907590270665,151.934,80.53020000000001,80.53020000000001,5.57968385523218,263.9897
2649,2,8,0,2,0,158.4604,7.453717249163184,7.501098700914035,7.216794472489468,17.000000000000004,14,1,28,0,7.661010252118305,7.573942169284693,7.550937125130511,7.576504228617177,5.6593,7.305455015205315,130.3468,28.11359999999999,28.11359999999999,7.576504228617177,1950.794
5076,2,8,0,2,0,40.948,6.218004670800538,7.503081472894519,7.262269066161278,7.804630262772294,14,1,38,0,7.661010252118305,7.626403080219326,7.550937125130511,7.576504228617177,1.077578947368421,7.502907590270665,125.9533,-85.0053,85.0053,7.576504228617177,1950.794
1099,1,13,0,4,0,193.8452,7.299200092516271,7.497239398596627,7.374825138247131,10.09801635531857,12,1,28,0,7.583980893998901,7.573942169284693,7.49294468503679,7.644097476216769,6.923042857142858,7.305455015205315,147.5247,46.32050000000001,46.32050000000001,7.644097476216769,2087.283
2456,1,5,0,4,0,127.1678,6.663179049482994,7.362077913097834,7.236175194377211,28.00000000000001,8,2,16,0,7.417477939024452,7.41226797690749,7.49294468503679,7.408375753103087,7.9479875,7.502907590270665,129.431,-2.263200000000012,2.263200000000012,7.408375753103087,1648.8537
8438,1,3,0,4,0,143.3786,7.106408090254567,7.464363843279843,7.311146851498315,21.161111909308627,6,1,38,0,7.583980893998901,7.626403080219326,7.49294468503679,7.617270716092915,3.7731210526315793,7.502907590270665,123.0059,20.37270000000001,20.37270000000001,7.617270716092915,2032.0216
2777,2,8,0,2,0,196.5084,7.780256169654623,7.503081472894519,7.262269066161278,3.029006393619813,14,1,38,0,7.661010252118305,7.626403080219326,7.550937125130511,7.576504228617177,5.171273684210526,7.502907590270665,125.9533,70.5551,70.5551,7.576504228617177,1950.794
4406,1,1,1,4,0,142.2838,5.641792170720315,7.316777715354307,7.308148423491019,2.96204768216761,4,2,16,0,7.417477939024452,7.41226797690749,7.49294468503679,7.264828843461144,8.8927375,7.502907590270665,129.031,13.252800000000008,13.252800000000008,7.264828843461144,1428.141
2158,1,13,1,4,0,111.8544,7.874338896962334,7.305528207619562,7.36003598848004,15.000000000000004,12,2,16,0,7.417477939024452,7.41226797690749,7.49294468503679,7.534967635573844,6.9909,7.502907590270665,147.5102,-35.6558,35.6558,7.534967635573844,1871.5638
7681,1,4,1,3,0,45.9376,5.125478103026679,7.505268090848811,7.357203046570015,12.522447842290411,7,1,28,0,7.609222379182855,7.573942169284693,7.494797222203446,7.6200566468552,1.6406285714285715,7.305455015205315,145.0128,-99.0752,99.0752,7.571016267748703,1940.1412
5620,1,13,0,4,0,256.4672,8.464487304681805,7.530050480329019,7.374825138247131,20.934494547450896,12,1,18,0,7.583980893998901,7.603926109403291,7.49294468503679,7.644097476216769,14.248177777777776,7.60342826700307,143.8102,112.65699999999998,112.65699999999998,7.644097476216769,2087.283
94,2,8,0,2,0,114.5492,7.854757985280175,7.549659490047381,7.19750001102729,11.124837187863385,14,1,21,0,7.661010252118305,7.654563787922667,7.550937125130511,7.576504228617177,5.454723809523809,7.60342826700307,129.2626,-14.713399999999991,14.713399999999991,7.576504228617177,1950.794
5625,2,11,0,1,1,211.856,7.712371026243831,7.305528207619562,7.110148849579769,17.096291820859445,16,2,16,0,7.379525346951807,7.41226797690749,7.447033773284233,7.379525346951807,13.241,7.502907590270665,114.1202,97.7358,97.7358,7.379525346951807,1613.8992
8279,1,0,1,4,0,110.157,7.660013243091098,7.506569377653555,7.181712986424338,28.921021814319577,3,1,18,0,7.583980893998901,7.603926109403291,7.49294468503679,7.47630269409516,6.119833333333333,7.60342826700307,111.4544,-1.2974000000000103,1.2974000000000103,7.47630269409516,1764.7029
539,2,11,0,1,1,145.047,7.141272200304223,7.549659490047381,7.110148849579769,18.75111515577709,16,1,21,0,7.65991307366622,7.654563787922667,7.447033773284233,7.65991307366622,6.907,7.60342826700307,141.7312,3.315799999999996,3.315799999999996,7.65991307366622,2120.573
6016,2,9,0,2,0,182.5976,7.872971078026872,7.454404589071041,7.335696684322737,16.860348657375557,15,1,38,0,7.661010252118305,7.626403080219326,7.550937125130511,7.716940685013205,4.8052,7.502907590270665,153.7498,28.847800000000007,28.847800000000007,7.716940685013205,2245.0776
7545,1,6,0,3,0,234.4958,8.401055731834505,7.334569399502874,7.353084142897137,6.976118975265228,9,2,16,0,7.40054152720949,7.41226797690749,7.494797222203446,7.374582117567543,14.6559875,7.502907590270665,132.8626,101.63320000000002,101.63320000000002,7.374582117567543,1593.9252
6380,1,6,1,3,0,188.2556,7.86606230546279,7.465883746184298,7.350174364288564,19.94688073024121,9,1,23,0,7.609222379182855,7.515314505368987,7.494797222203446,7.626406450193304,8.18502608695652,7.60342826700307,147.6418,40.6138,40.6138,7.626406450193304,2050.664
2195,1,5,1,4,0,83.9592,7.143001259388344,5.51985270367713,7.249239307292764,1.966650468322709,8,0,27,0,5.558089741325828,5.526809787121378,7.49294468503679,5.438232340691498,3.1096,7.502907590270665,129.431,-45.471800000000016,45.471800000000016,5.438232340691498,229.0352
5580,1,13,1,4,0,167.4816,6.658636373325338,7.454404589071041,7.36003598848004,22.03940731399749,12,1,38,0,7.583980893998901,7.626403080219326,7.49294468503679,7.644097476216769,4.407410526315789,7.502907590270665,147.5102,19.97139999999999,19.97139999999999,7.644097476216769,2087.283
552,1,4,0,3,0,168.4158,7.462417466832756,5.5465157218332095,7.344685351703342,1.9845620185279536,7,0,40,0,5.542578758317674,5.584702693357622,7.494797222203446,5.669733325881707,4.210395,7.305455015205315,145.0128,23.40299999999999,23.40299999999999,5.57968385523218,263.9897
7796,2,9,0,2,0,125.9336,7.587374083644052,8.014763560293618,7.340016325695475,56.844889687899006,15,3,40,0,8.121466470910779,8.121466470910779,7.550937125130511,8.137556285019322,3.14834,7.502907590270665,153.7498,-27.816199999999995,27.816199999999995,8.137556285019322,3419.5488
6945,1,13,0,4,0,188.3898,8.090410209210042,8.010825440111935,7.375470956453296,27.806783594440898,12,3,40,0,8.122652592960296,8.121466470910779,7.49294468503679,8.167469346797978,4.709745,7.502907590270665,147.5102,40.87960000000001,40.87960000000001,8.167469346797978,3523.4136
2656,1,6,1,3,0,254.533,7.597906317085372,7.545309431231203,7.353084142897137,5.035358872916281,9,1,18,0,7.609222379182855,7.603926109403291,7.494797222203446,7.626406450193304,14.14072222222222,7.60342826700307,147.6418,106.8912,106.8912,7.626406450193304,2050.664
7260,1,6,1,3,0,122.8388,7.320309454489342,8.024200479454251,7.350174364288564,24.1953780076002,9,3,40,0,8.191943178961345,8.121466470910779,7.494797222203446,8.293491502175813,3.07097,7.502907590270665,132.8626,-10.02379999999998,10.02379999999998,8.293491502175813,3996.7974
6771,1,4,0,3,0,217.885,7.991180273869894,7.464363843279843,7.344685351703342,17.876081419097243,7,1,38,0,7.609222379182855,7.626403080219326,7.494797222203446,7.6200566468552,5.733815789473684,7.502907590270665,151.934,65.951,65.951,7.571016267748703,1940.1412
1187,2,11,0,1,1,180.366,7.230433718128669,7.513776265299001,7.146434339391481,12.956754598982064,16,1,28,0,7.65991307366622,7.573942169284693,7.447033773284233,7.65991307366622,6.441642857142858,7.305455015205315,142.08120000000002,38.28479999999999,38.28479999999999,7.65991307366622,2120.573
6907,1,6,0,3,0,196.6768,8.210260170726556,7.497239398596627,7.350174364288564,14.02847310918218,9,1,28,0,7.609222379182855,7.573942169284693,7.494797222203446,7.626406450193304,7.024171428571428,7.305455015205315,148.2418,48.43499999999997,48.43499999999997,7.626406450193304,2050.664
1972,2,11,0,1,1,65.0142,6.558322814583879,7.531111528493944,7.146434339391481,17.235333204130797,16,1,26,0,7.65991307366622,7.584319360533787,7.447033773284233,7.65991307366622,2.500546153846154,7.305455015205315,142.08120000000002,-77.06700000000002,77.06700000000002,7.65991307366622,2120.573
5113,1,4,1,3,0,124.3704,7.329781847660497,8.014763560293618,7.357203046570015,24.154377568939232,7,3,40,0,8.191943178961345,8.121466470910779,7.494797222203446,8.154039832320759,3.10926,7.502907590270665,151.934,-27.563599999999997,27.563599999999997,8.142216938353288,3435.528
2978,1,6,0,3,0,255.7356,8.796174082343642,7.503790504059262,7.330424462937938,9.945255959670844,9,1,18,0,7.609222379182855,7.603926109403291,7.494797222203446,7.626406450193304,14.207533333333334,7.60342826700307,147.6418,108.09380000000002,108.09380000000002,7.626406450193304,2050.664
965,1,13,0,4,0,177.637,7.471055918156498,8.014763560293618,7.373886730860339,30.790584168838706,12,3,40,0,8.122652592960296,8.121466470910779,7.49294468503679,8.167469346797978,4.440925,7.502907590270665,147.5102,30.126800000000003,30.126800000000003,8.167469346797978,3523.4136
3323,1,13,1,4,0,252.2724,7.761279019497472,8.024200479454251,7.374825138247131,19.95243237072308,12,3,40,0,8.122652592960296,8.121466470910779,7.49294468503679,8.167469346797978,6.3068100000000005,7.502907590270665,147.5102,104.7622,104.7622,8.167469346797978,3523.4136
1810,0,7,0,0,0,149.5392,7.187380152796619,7.549659490047381,7.234096076606178,11.96790139307954,1,1,21,0,7.468544092939159,7.654563787922667,7.383310345446207,7.512409112249449,7.120914285714285,7.60342826700307,145.8918,3.6474000000000046,3.6474000000000046,7.512409112249449,1829.6184
951,1,5,0,4,0,121.5098,7.40489909906145,7.454404589071041,7.241839213755741,23.802485067048096,8,1,38,0,7.583980893998901,7.626403080219326,7.49294468503679,7.525417416584517,3.1976263157894738,7.502907590270665,129.431,-7.921200000000013,7.921200000000013,7.525417416584517,1853.5872
5786,0,14,0,0,0,168.5158,6.982722041557054,7.4773228928017215,7.219593462642982,19.83384347343096,2,1,38,0,7.468544092939159,7.626403080219326,7.383310345446207,7.444698686167708,4.434626315789474,7.502907590270665,144.6773,23.83850000000001,23.83850000000001,7.444698686167708,1709.7744
1757,1,1,1,4,0,224.7088,8.484789464033923,7.4836806477602815,7.366758089638025,13.937697144037084,4,1,28,0,7.583980893998901,7.573942169284693,7.49294468503679,7.591680300741563,8.025314285714286,7.305455015205315,145.7444,78.96439999999998,78.96439999999998,7.591680300741563,1980.755
3001,1,3,0,4,0,208.527,8.144308160023098,5.546156483390481,7.37314141891374,2.011509300953834,6,0,27,0,5.558089741325828,5.526809787121378,7.49294468503679,5.658185905529179,7.723222222222222,7.502907590270665,123.0059,85.52109999999999,85.52109999999999,5.658185905529179,285.6282
522,2,9,0,2,0,56.0614,6.437023747900281,5.537878967531135,7.342334633911306,4.928649659123748,15,0,27,0,5.662296710546384,5.526809787121378,7.550937125130511,5.694677819451893,2.0763481481481483,7.502907590270665,153.7498,-97.6884,97.6884,5.694677819451893,296.281
8405,1,6,0,3,0,123.1046,7.098948788992131,5.5465157218332095,7.330424462937938,1.011372442621965,9,0,40,0,5.542578758317674,5.584702693357622,7.494797222203446,5.518827497791328,3.077615,7.305455015205315,148.2418,-25.137200000000007,25.137200000000007,5.518827497791328,248.3434
3022,1,5,1,4,0,257.2962,8.441509782764363,7.501098700914035,7.2346129455711905,19.12553624966089,8,1,28,0,7.583980893998901,7.573942169284693,7.49294468503679,7.525417416584517,9.18915,7.305455015205315,122.4598,134.8364,134.8364,7.525417416584517,1853.5872
6920,2,8,0,2,0,48.8034,6.164884638384994,7.472976498600231,7.262269066161278,15.934430797854253,14,1,23,0,7.661010252118305,7.515314505368987,7.550937125130511,7.576504228617177,2.121886956521739,7.60342826700307,129.2626,-80.45919999999998,80.45919999999998,7.576504228617177,1950.794
